id,id_str,screen_name,location,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,mal_url_ratio,bot
549795522,549795522,palo_jesse,"Bay Area, Milky Way",202796052.48112512,0.7737556561085973,2.6436017537860983,2.4237631550828547,0.4362244897959184,2.079002079002079,0.297,0.521,0.0,0
231034206,231034206,jamesafalk,Sydney,243363462.67147708,17.0,0.003195220808678677,0.038342649704144124,0.9444444444444444,1.9814814814814814,1.158878504672897,0.8785046728971962,0.0,0
44335525,44335525,HHShkMohd,"Dubai, UAE",292792165.5198381,151436.4193548387,0.0,1.5890589120577958,0.9999933966122491,4.081632653061225,0.07,0.015,0.0,0
80405070,80405070,jem,From Wales to sunny Los Angeles,281954575.223109,2.632031767041694,0.2255342015630755,0.4299245717296127,0.7246720116618076,2.4630541871921183,0.2,0.575,0.0,0
314734443,314734443,Leo_Tweets,,229087541.15482092,725.71964017991,0.008674413239509255,7.848458239747287,0.9986239535238756,9.090909090909092,1.042,0.0,0.0,0
24580902,24580902,leonthomas,L.A. / Brooklyn ,299665556.73817396,170.2441445633628,0.7522305948459521,4.351346928867423,0.9941603842715335,3.1847133757961785,0.337,1.267,0.0,0
1137408992,1137408992,DSI_Columbia,"500 West 120 St New York, NY",177163011.9684279,3.5695708712613783,1.2991966971131557,2.223850202265762,0.7811610700056916,3.0120481927710845,0.868,1.951,0.0,0
36222624,36222624,Molly_Horan,"New York, NY",295854799.7777109,2.238156209987196,0.27480507350594335,0.548442006423126,0.6911822854883353,2.2123893805309733,0.205,0.542,0.0,0
27395319,27395319,Andy_Bloch,"Las Vegas, NV",298507833.07363605,30.662988966900702,0.04746810110173771,0.8885796974532608,0.9684173846933604,2.4038461538461537,0.093,0.98,0.0,0
1917034674,1917034674,alex_jeanmonod,"Vancouver, British Columbia",156358991.0838759,0.4483394833948339,0.03315447333130424,0.29617996175965117,0.3095541401273885,3.3973509933774833,1.3469785575048734,0.33528265107212474,0.0,0
2493068299,2493068299,arunchaluvadhi,"Gandhinagar, India",136827851.83075094,0.5794392523364486,0.0012629007741329211,0.051147481352383305,0.3668639053254438,1.509433962264151,0.425,0.5625,0.0,0
575270233,575270233,sadB0T,Twitterspace,200256327.23445106,111.33333333333333,0.0,2.772478691022778,0.9910979228486647,7.633587786259542,0.107,0.0,0.0,0
23737582,23737582,druidDUDE,Los Angeles,300055761.2551899,2430.4874551971325,5.1841884104903,5.301094681022352,0.9995887291139987,7.352941176470588,0.056,0.931,0.0,0
4541496441,4541496441,dibbsiapp,"Eugene, OR",0.01,0.2344411451812047,0.006011311414902685,0.009900990099009901,-1,-1,-1,-1,-1,0
1350259454,1350259454,knowkenny,Worldwide,170930901.04250097,3007.60103626943,5.8694875758628395,2.977203050450579,0.9996676196052767,3.278688524590164,0.301,0.864,0.0,0
172122925,172122925,leozpf,brasil,0.5,0.0,0.0,0.3333333333333333,0,0,0,0,0,0
454625063,"""454625063""","""Siwan_ZEA""","""SEOUL""",211158341.6924641,6394.886363636364,0.0004091716164632272,0.07446923419630734,0.9998436495048308,1.292857142857143,0.17679558011049723,0.1712707182320442,0.0,0
2442769349,2442769349,LeeRecioy,"England, United Kingdom",16.65432098765432,0.6886028673956972,1.1403067091098087,0.9433566433566434,-1,-1,-1,-1,-1,0
107396619,107396619,mahflaibam,"campinas, Brasil",272652211.6816249,0.3018867924528302,0.0,0.0326393831361675,0.2318840579710145,2.5384615384615383,0.0707070707070707,0.7474747474747475,0.0,0
14515799,14515799,brianstelter,New York City,327756499.86600494,98.78349834983499,60.68257138494939,44.28047286913719,0.9899783028603181,43.47826086956522,0.026,1.183,0.0,0
15076390,15076390,Padmasree,California,323693880.7054689,7101.454106280194,0.3299117047478857,5.01140150213718,0.9998592035956817,3.076923076923077,0.242,1.267,0.0,0
23497233,23497233,Sia,wherever the squirrels are.,300184292.50929594,12075.609677419356,0.03425095934918582,4.599990187551998,0.9999171953034245,2.2675736961451247,0.478,1.13,0.0,0
1116146132,1116146132,Ziyansha,,177805070.6529069,0.10588235294117647,0.006802955593776395,0.005831104794665481,0.09574468085106383,1.3333333333333333,2.1666666666666665,0.25,0.0,0
17503180,17503180,marissamayer,"San Francisco, CA",309664736.6701219,4754.148571428572,0.05775536534226766,0.3928480888981298,0.9997897016286708,2.202643171806167,0.149,1.407,0.0,0
288333760,288333760,MariaSharapova,,232980502.4907291,110622.20253164557,0.6248763241713463,1.3127965504846089,0.9999909603050977,2.557544757033248,0.414,0.893,0.0,0
121963311,121963311,Phoebus_Ji,Î„__å,268532956.6460619,0.7485898468976632,0.2210410250620926,8.935269733623544,0.42811059907834104,8.130081300813009,0.061,1.048,0.0,0
226772129,226772129,paulinhohopp,Brazil,244439543.87784696,1.7766990291262137,2.0012997579657767,2.338855616117899,0.6398601398601399,5.376344086021505,0.037,0.625,0.0,0
20796447,20796447,SteveAustria,"Beavercreek, Ohio",302263650.4551749,1,0.0,0.1020460116641588,1.0,1.3421052631578947,0.19327731092436976,0.09523809523809523,0.0,0
82006140,82006140,annie_guerra,laredo tx,0.2765957446808511,0.0,0.0006140435514466392,0.21666666666666667,-1,-1,-1,-1,-1,0
