id,id_str,screen_name,location,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,mal_url_ratio,cce,spam_ratio,bot
4303727112,4303727112,mattlieberisbot,,88621120.44218493,1,0,1.1309267982611957,1,3.5587188612099645,0,0,0,85.96062995974947,0.06,1
3063139353,3063139353,sc_papers,,111771716.38134289,1,0,1.297873958605637,1,2.577319587628866,0,0,0,156.8395570765676,0.09,1
545449655,545449655,DeportMalkin,,203240871.38343406,2.0242424242424244,0.8140882238585312,1.357380521556287,0.6693386773547094,4.032258064516129,0.543,0.653,0.0,123.52552994383701,0.05,0
9624742,9624742,StateDept,"Washington, DC",343663636.50976706,11403.366890380314,0.006033806838161265,14.22117990030959,0.9999123142906913,10.869565217391305,0.908,1.689,0.0,201.8126728776141,0.005,0
2955142070,2955142070,lucarivera16,"Dublin, United States",116532674.4619019,1,0.14235320760121561,0.16459589628890556,1,1.728813559322034,1.4852941176470589,1.803921568627451,0,54.52500372085131,0.07352941176470588,1
2482834658,2482834658,_all_of_us_,in a machine.,137168823.0550089,1,0,3.822116340458426,1,15.873015873015873,0,0,0,27.39191120031825,0.21,1
3333573622,3333573622,KatamariItems,,102005431.88150597,4727.5,0.011011178319452232,2.5876269050712746,0.9997885164428466,4.608294930875576,0.003,0.078,0,54.364819182792075,0.265,1
2996105102,2996105102,AutophagyPapers,,114460469.02375293,1,0.018871144058930554,11.076606716829879,1,8,0,0,0,99.46200644573072,0.067,1
3271095818,3271095818,HSC_papers,,100389091.2578249,45.666666666666664,0,4.106167262151302,0.9785714285714285,4.672897196261682,0,0,0,153.48837448634137,0.098,1
2717905134,2717905134,everycheese,cheese land,129142645.10930109,48,0,0.07426206883003732,0.9795918367346939,3.9642857142857144,0,0,0,26.728142695781965,0.2702702702702703,1
2826073429,2826073429,gyr_papers,,125292867.14365792,1,0,0.25514620846968267,1,1.3857677902621723,0.005405405405405406,0,0,168.81808626293437,0.05263157894736842,1
394991274,394991274,Rupesh93505,,217519047.46942592,0,0.01588826376451363,0.04329551875829964,0,1.4342105263157894,0.1743119266055046,1.1926605504587156,0,90.34661498422403,0.05405405405405406,1
3032363298,3032363298,hard_to_yelp,,112248017.66682792,1,0,18.01770082036544,1,22.727272727272727,0,0,0,32.32203832217344,0.147,1
2568851552,2568851552,fuckeverywordza,,133841191.87903595,1,0,20.4772115484223,1,43.47826086956522,0,0,0,20.02941781911499,0.02,1
2835723644,2835723644,ecin_gnihtaseod,,124630407.02847409,1,0,14.909029379768285,1,37.03703703703704,0,0.032,0,7.72242968189721,0.107,1
1918202534,1918202534,tofu_product,,156192919.3410759,0.8205200413029193,0.18309664817487756,36.51035670539711,0.45070640404248735,7.352941176470588,0.177,0.97,0,15.064996337560018,0.1091091091091091,1
2475875424,2475875424,onetruewiseman,AMERICA,137539590.5314169,5,0.002512731051944333,3.9135786134032986,0.8333333333333334,33.333333333333336,0.413,0.004,0,5.803613715039937,0.056,1
1909219404,1909219404,everycolorbot,the RGB color space,156452980.22220802,1,0.0011044851926411024,23.8673727703779,1,23.25581395348837,0,0,0,22.523798445730332,1.0,1
4040207472,4040207472,himawari8bot,Space,90692775.57851005,1617,0.008574001567818979,10.322145220813182,0.9993819530284301,6.410256410256411,0,0.001,0,74.03512135070271,0.184,1
3369547257,3369547257,emoji__polls,‰÷•ü,100130614.6175251,241.5,0.00431436480890621,19.572547392083912,0.9958762886597938,23.25581395348837,0,0,0,3.4299876502769453,0.5,1
2555847008,2555847008,everytrolltroll,,134406069.81978202,27,0,0.09321007612824429,0.9642857142857143,72.5,0,2.268965517241379,0,90.3801240468316,0.020689655172413793,1
2520449720,2520449720,hyphizer,#botALLY,135746491.29271102,86,0,3.6177553859645855,0.9885057471264368,5.9523809523809526,0,0,0,6.807638569980692,0.998,1
2886558632,2886558632,par_papers,,121817254.08459997,1,0,18.513791145166792,1,9.345794392523365,0,0,0,165.59131527374535,0.055,1
2787206222,2787206222,everyMTGlegend,The Coast Where Wizards Chill,126968182.26288104,0.8636363636363636,0,0.12861174909309492,0.4634146341463415,3.5384615384615383,0,0.010869565217391304,0,19.19467029825121,0.17391304347826086,1
2364079946,2364079946,assembly_papers,,143177222.640378,1,0.013275854671202063,18.261541548178037,1,27.027027027027028,0,0.001,0,94.25093984410162,0.099,1
3369559252,3369559252,DeepDreamThis,"London, England",100134964.72483897,570,0,20.879755695178954,0.9982486865148862,41.666666666666664,0.577,0.956,0,11.920529438743872,0.151,1
4855573727,4855573727,BestOpinionPoll,,82737892.344244,1,0.002088523107176074,3.604790882985904,1,3.787878787878788,0,0,0,28.730700730820836,0.0,1
2593449065,2593449065,dstroyeveryword,,134412336.58354402,1943,0.36446654559532193,71.58585770153196,0.9994855967078189,62.5,0,0.003,0,20.4594230519778,0.015,1
1892842986,1892842986,snowcloneminute,,156848228.32730103,80.5,0.03525446260356335,462.40579427300963,0.9877300613496932,500,0,0,0,34.01827601507345,0.273,1
2751246980,2751246980,BklynMuseumBot,"Brooklyn, NY",128089999.43685102,1351,0,3.8211882438277636,0.9992603550295858,3.745318352059925,0,0,0,26.728142695781965,0.117,1
2835394560,2835394560,vaporfave,,124721663.7172029,7.813084112149533,0.0048491976612125625,15.464091341606862,0.8865323435843054,12.048192771084338,0.011,0.233,0,229.24122348032387,0.918,1
