id,screen_name,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,url_ratio,cce,spam_ratio,avg_cosine_similarity,avg_tweet_sentiment,std_deviation_friends,std_deviation_followers,unique_urls_ratio,tweet_url_similarity,user_description_len,user_description_sentiment,special_char_in_description,tweet_count,description,bot
4303727112,mattlieberisbot,88621120.44218493,1,0,1.1309267982611957,1,3.5587188612099645,0,0,0,85.96062995974947,0.06,0.4061298520545568,0.06891372294372293,0,2.1865925665390163e+17,0,0,92,0.23214285714285715,22,1163,Retired   Inspired by the smart  funny folks at  replyall and  gimletmedia   A bot by  ashur,1
3063139353,sc_papers,111771716.38134287,1,0,1.297873958605637,1,2.5773195876288657,0,0,1,156.8395570765676,0.09,0.5208468602085174,-0.014005802068302054,0,4.010979653380246e+17,1,0.75,0,0,0,1759, ,1
545449655,DeportMalkin,203240871.3834341,2.0242424242424244,0.8140882238585312,1.357380521556287,0.6693386773547094,4.032258064516129,0.5429999999999999,0.653,0.044000000000000004,123.525529943837,0.05,0.051698010889470035,-0.013362917568542576,6.525471650568548e+16,1.3057763736344211e+17,0.9772727272727272,0.18897427876895093,29,0,8,3192,LET S GO FLYERS AND EAGLES   ,0
9624742,StateDept,343663636.50976706,11403.366890380315,0.006033806838161264,14.22117990030959,0.9999123142906912,10.869565217391305,0.9079999999999999,1.689,0.177,201.8126728776141,0.005,0.09563443235834328,0.0875890658068783,1.871162586594088e+17,4.848418962253253e+17,0.8248587570621468,0.3809747108055935,121,0.65,23,57013,Welcome to the official U S  Department of State Twitter account  Follow  SecPompeo for more from the Secretary of State ,0
4180417402,ahouseofdust,89261930.11705208,4.761904761904762,0.012583191944506592,23.229540267401052,0.8264462809917356,23.809523809523807,0,0,0,30.39320750915885,0.17180616740088106,0.5273993974487359,0.182563333333334,2.933297681644779e+17,3.4632235871727296e+17,0,0,155,0,30,24674,A poetry project created by Alison Knowles and James Tenney and the Siemens      computer in       Twitter version by  hugovk and SSBot for  D   x in      ,1
436266454,"""TwitterMovies""",212916038.84691903,21518.15243902439,0.9759339931614871,2.987047868466405,0.999953529768292,4.694835680751174,0.654,1.347,0.152,175.8361173906678,0.20800000000000002,0.08669549321622118,0.09114032203907202,2.0105357116308787e+17,4.898032756921502e+17,0.7697368421052632,0.5712467471358124,25,0.1,7,7484,Tweets  Camera  Action   ,1
3730217123,gitamonte,93886714.73584604,0.7884615384615384,0.9285403184601528,1.4263998945621772,0.4408602150537633,3.3112582781456954,0.011000000000000001,0.303,0.042,45.394066927922424,0.1265164644714038,0.07235766928080929,0.0056593253968254004,2.1433266196377296e+17,3.6181249551809824e+17,1,0.3201863636910287,62,0,11,1550,ariana com ascendente em cerveja com a lua no bar mais pr ximo,0
18222378,50cent,307111286.2617991,3261042.666666666,0.01913052454539768,3.8728058954697717,0.9999996933497056,2.2573363431151243,0.6890000000000001,0.812,0.462,122.09893734999731,0.053,0.27199351304069197,0.120480174963925,416520295.1385739,4.938178848687948e+17,0.8982683982683982,0.31635448057277665,67,0,23,13875,It s the kid    Cent   G Unit     Official  Get The Strap  Merch   ,0
461429820,RobertVinluan,210427955.1711979,1.25,2.23731490246615,1.9786420471617503,0.5555555555555556,3.115264797507788,0.043,1.104,0.215,76.82835590719208,0.098,0.07661025424158219,0.046600689935064936,1.2225173920724243e+17,2.3551777258970426e+17,0.9209302325581395,0.2624149462785665,158,-0.13181818181818186,38,4859,Designing Crosswords   new stuff  nytimes   Playing an unhealthy amount of board games  probably    Karaoke Disney Prince   also   ramsophone     birds       ,0
2941922172,official_barak,117317756.63214208,6762.857142857143,0.037559531706837616,0.2489239552335513,0.9998521553635922,7.659090909090909,0.4688427299703264,0.9554896142433236,0.2648809523809524,10.052315322246631,0.03779366700715015,0.0972264849492742,0.12291580773723633,3.7143918064438496e+17,4.656913721856697e+17,0.9101123595505618,0.30287930598299445,39,0,5,338,Ex President of USA BarakObama Official,0
974604422,ReadtoGrowCT,182700471.56902197,0.6108923884514436,0.044925992415400635,0.5452596763679678,0.3792260692464359,1.9493177387914231,1.111,0.667,0.6,136.8052711101823,0.02,0.1956712046338714,0.1383990007215007,2.7964087737817708e+16,2.6565438384211347e+17,0.9083333333333332,0.272349579488303,140,0.25,24,1155,Read to Grow promotes language building and literacy for children  beginning at birth  and supports parents as their babies  first teachers ,0
17959736,TimWestwood,308018979.75040513,23.35806355806356,0.4942448680382002,14.516830110999415,0.9589458333739771,19.23076923076923,0.08199999999999999,1.0390000000000001,0.9209999999999999,207.69956857024985,0.086,0.6330914484459058,0.022688300865800884,1.3365186226618675e+17,4.595794997225752e+17,0.0749185667752443,0.6456206832715508,96,0,21,51806,snapchat   TimWestwoodTV https   t co wTW YdiNk  https   t co RuR dPL gB https   t co CHKxIi  Zf,0
174744823,"""ICBCArgentina""",255819120.84364513,11.771084337349398,0.12091043037750465,3.069030952068114,0.9216981132075472,17.543859649122812,0.095,1.122,0.109,111.82778478426552,0,0.3072295566004819,-0.014258333333333331,1.0558122212742515e+17,4.187640372596573e+17,0.6788990825688074,0.4083341017373045,154,0,31,9290,Cuenta oficial de ICBC Argentina  Respondemos tus consultas por este medio de lunes a viernes de    a    hs    Seguinos y enterate de todas las novedades ,0
68208905,ReggieEvans30,285712332.71586704,191.8645161290323,0.2803267161717169,3.741318373761037,0.9948150130460962,1.858736059479554,0.408,0.993,0.21,94.20112491645516,0.13203684749232344,0.08656634426165717,0.11375082671957662,2.105905834144106e+17,4.054683274626831e+17,0.9476190476190476,0.3812613968970353,34,0,6,12394,never depend on nobody but myself ,0
713390006,"""notquitefrodo""",193687879.0445459,17.4614549402823,11.6114235495488,12.504472721511796,0.9458330882785392,6.25,0.017,1.38,0.063,115.18018470846232,0.146,0.016397820770095273,0.04454679612054616,1.153985258221379e+17,3.3827085496334515e+17,0.984126984126984,0.4125552415970472,115,0.5,23,28218,Award winning spooky story boy  Lead Skins Writer  RiotGames  The Tingler  Nightmare Creatures  Dream Daddy    more,0
20566864,DJPROSTYLE,302455109.66413903,808.5136417556348,0.7167265259321308,24.416693135720585,0.9987646903666364,4.132231404958676,0.35600000000000004,0.855,0.961,88.79681077599608,0.06598984771573604,0.2256925643256863,0.16102250922688424,310544191.08418435,4.535339781950424e+17,0.9895941727367326,0.6965121294943175,118,0.13636363636363635,37,85516,Music Director for Power       New York          On Air Personality for Power            Husband  Dad   Party Animal  ,0
23151437,KevinHart4real,300385881.653121,62136.931531531525,0.02617433268411505,10.762540443672712,0.9999839067703841,7.751937984496124,0.866,0.7120000000000001,0.5870000000000001,224.55211034023492,0.12812812812812813,0.1767889830116574,0.1606570766125409,8.306129301642354e+16,4.3301321165839546e+17,0.9965928449744464,0.4508107041989186,132,0.1763888888888889,32,37836,My name is Kevin Hart and I WORK HARD    That pretty much sums me up    Everybody Wants To Be Famous But Nobody Wants To Do The Work,0
1483560710,Efr1m,166392232.95991609,0.7837837837837838,0.8713099008348875,0.6132401626257462,0.4393939393939394,2.409638554216868,1.012,0.887,0.405,39.78774991107074,0.07907907907907907,0.0712754089086105,0.06360977994227987,1.7699650120581693e+17,1.7861109349925386e+17,0.9802469135802471,0.151279006318782,0,0,0,1183, ,0
2184928249,WillRowan3,152752541.18172407,0.1489971346704871,1.6697123205078015,0.12104283082272002,0.12967581047381546,1.7024793388429753,0.11650485436893206,0.8592233009708737,0.1116504854368932,78.4331515901959,0.055,0.06715345688584258,0.0803024786701971,2.286045347332575e+17,3.23971390723347e+17,1,0.2278362885930208,5,0,1,214,Help ,0
8441632,burtherman,348643761.340462,4.940709370037057,0.2837509543255346,1.6497206139258371,0.8316699340581002,2.34192037470726,0.425,1.183,0.245,133.43108481429942,0.7602150537634409,0.050319711384119885,0.1041011444805194,6.530948760845908e+16,1.8122998178316723e+17,0.9387755102040816,0.14047661487334132,150,0,22,6675,Entrepreneurial journalist finding meaning in the noise  Innovation  LenfestInst  Co founder  Storify   HacksHackers for journalists and technologists,0
27760317,thebeatles,298326783.61845994,10.225654691314963,0.007240382421588053,0.8731901200435191,0.9109183359458156,2.415458937198068,0.9059999999999999,0.985,0.349,209.66391030858298,0.071,0.1823763350911205,0.12320542300292305,7778533324660866.0,4.896262167386686e+17,0.8825214899713467,0.19805788914817776,0,0,0,3119, ,0
3393521,myspacetom,361123863.32968,640.9073033707865,0.048807630261501436,0.5383194514136189,0.998442142666474,1.9047619047619049,0.138,0.41700000000000004,0.44299999999999995,71.207099823864,0,0.09223110909404947,0.09166200847763344,1.0154582016051453e+17,3.969996572290964e+17,0.979683972911964,0.4736035395514756,47,0.3181818181818182,8,2250,Enjoying being retired   New Hobby  Photography,0
1352171946,jborrel00,170830737.10922194,0.4456289978678039,0.11480837893628244,0.1992709308409484,0.308259587020649,1.7544642857142858,1.7277353689567432,0.9669211195928752,0.3042394014962593,45.678326548716925,0.8117647058823529,0.08917412852357337,0.10558114544087104,2.408554112820426e+17,3.369334510711479e+17,1,0.19858471783601106,30,0,4,402,Unencumbered by time and space,0
5500542,DrowningPool,359271575.7976141,167.83454545454546,0.9424669882338312,0.944390881039616,0.9940770415360924,2.409638554216868,0.085,0.34,0.355,81.17468754890544,0.010638297872340424,0.3951204105377464,0.011939664502164509,6.549328538231672e+16,4.244897552344336e+17,0.9239436619718309,0.4998902479458477,100,0.13636363636363635,22,3926,Drowning Pool is a metal band from Dallas  TX  New album HELLELUJAH out now  https   t co HyDv n yZX,0
297856522,e_kaspersky,231530620.6431429,23.093284074416147,0.4578780970979948,2.730475987339876,0.9584946578095649,3.2573289902280136,0.528,0.725,0.591,193.9207579497244,0.772093023255814,0.18747395614468607,0.09120692694805196,1.485620884091585e+17,4.698316132976844e+17,0.9746192893401016,0.36211923752646896,74,0.6,16,7347,CEO of  Kaspersky Lab  Almost    years in  cybersecurity  Views are my own,0
1636590253,tim_cook,161491558.6798451,185572.45762711862,0.6751857551648507,0.3194024531168113,0.9999946112983356,1.2866379310344829,0.4438860971524288,0.4941373534338359,0.2750809061488673,104.55407536181688,0.005681818181818182,0.11213319088438103,0.2209549829665121,1.0627327031454902e+17,4.6272947090768384e+17,0.9529411764705882,0.2493558652678481,133,0.5,37,618,Apple CEO   Auburn   Duke   National Parks     Life s most persistent and urgent question is   What are you doing for others      MLK,0
1570088598,"""eh_services""",163786089.01346397,0.4480151228733459,0.015298002504925969,0.11341622546755463,0.3093994778067885,1.5925925925925926,0.3813953488372093,0.6558139534883721,0.06976744186046513,93.28389931095501,0.10697674418604652,0.10527922644254167,0.18442947749924485,1.3644875823940544e+17,2.880390049395017e+17,0.9333333333333332,0.2024790048324943,158,0.4666666666666666,29,215,Electrical retailer in Belfast selling everything from TV s  washing machines  batteries and many more  if you need it we have it  delivery service available ,0
