id,id_str,screen_name,location,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,mal_url_ratio,cce,spam_ratio,bot
4303727112,4303727112,mattlieberisbot,,88621120.44218493,1,0,1.1309267982611957,1,3.5587188612099645,0,0,0,85.96062995974947,0.06,1
3063139353,3063139353,sc_papers,,111771716.38134289,1,0,1.297873958605637,1,2.577319587628866,0,0,0,156.8395570765676,0.09,1
545449655,545449655,DeportMalkin,,203240871.38343406,2.0242424242424244,0.8140882238585312,1.357380521556287,0.6693386773547094,4.032258064516129,0.543,0.653,0.0,123.52552994383701,0.05,0
9624742,9624742,StateDept,"Washington, DC",343663636.50976706,11403.366890380314,0.006033806838161265,14.22117990030959,0.9999123142906913,10.869565217391305,0.908,1.689,0.0,201.8126728776141,0.005,0
4180417402,4180417402,ahouseofdust,,89261930.11705208,4.761904761904762,0.012583191944506592,23.229540267401052,0.8264462809917356,23.80952380952381,0,0,0,30.393207509158852,0.17180616740088106,1
436266454,"""436266454""","""TwitterMovies""","""""",212916038.84691906,21518.15243902439,0.975933993161487,2.9870478684664055,0.9999535297682921,4.694835680751174,0.654,1.347,0.0,175.83611739066782,0.208,1
3730217123,3730217123,gitamonte,"Campinas, Brasil",93886714.73584604,0.7884615384615384,0.9285403184601527,1.4263998945621772,0.44086021505376344,3.3112582781456954,0.011,0.303,0.0,45.39406692792242,0.1265164644714038,0
18222378,18222378,50cent,NYC,307111286.2617991,3261042.6666666665,0.019130524545397678,3.872805895469771,0.9999996933497057,2.2573363431151243,0.689,0.812,0.0,122.09893734999733,0.053,0
7.99E+17,"""798680790724972544""","""Defendant_SBS""","""""",57484303.820065975,144.71428571428572,0.04959962651586876,1.345201991869774,0.9931372549019608,8.261682242990654,0.9049773755656109,0.3427601809954751,0.0,23.680611409060525,0.18820861678004536,0
461429820,461429820,RobertVinluan,New York City,210427955.1711979,1.25,2.23731490246615,1.9786420471617503,0.5555555555555556,3.115264797507788,0.043,1.104,0.0,76.82835590719208,0.098,0
2941922172,2941922172,official_barak,,117317756.63214207,6762.857142857143,0.03755953170683762,0.24892395523355132,0.9998521553635922,7.659090909090909,0.4688427299703264,0.9554896142433235,0.0,10.05231532224663,0.03779366700715015,0
974604422,974604422,ReadtoGrowCT,"Branford, CT",182700471.56902194,0.6108923884514436,0.04492599241540064,0.5452596763679678,0.37922606924643587,1.949317738791423,1.111,0.667,0.0,136.80527111018233,0.02,0
17959736,17959736,TimWestwood,London,308018979.7504051,23.35806355806356,0.49424486803820017,14.516830110999416,0.958945833373977,19.23076923076923,0.082,1.039,0.0,207.69956857024985,0.086,0
174744823,"""174744823""","""ICBCArgentina""","""Argentina""",255819120.8436451,11.771084337349398,0.12091043037750465,3.069030952068114,0.9216981132075471,17.54385964912281,0.095,1.122,0.0,111.82778478426552,0.0,0
1921907256,1921907256,Isadora_Romera,,0.11764705882352941,0.0011064690719600437,0.010511456183620415,0.10526315789473684,-1,-1,-1,-1,-1,50.38692001281252,0.036,0
68208905,68208905,ReggieEvans30,PENSACOLA 2 CANTONMENT,285712332.71586704,191.86451612903227,0.2803267161717169,3.741318373761037,0.9948150130460962,1.858736059479554,0.408,0.993,0.0,94.20112491645517,0.13203684749232344,0
713390006,"""713390006""","""notquitefrodo""","""Gloss Angeles, CA""",193687879.0445459,17.4614549402823,11.611423549548801,12.504472721511794,0.9458330882785391,6.25,0.017,1.38,0.0,115.18018470846232,0.146,0
20566864,20566864,DJPROSTYLE,"NEW YORK, NY",302455109.66413903,808.5136417556347,0.7167265259321308,24.416693135720585,0.9987646903666364,4.132231404958677,0.356,0.855,0.0,88.79681077599608,0.06598984771573604,0
23151437,23151437,KevinHart4real,Philly/LA,300385881.653121,62136.93153153153,0.02617433268411505,10.762540443672714,0.999983906770384,7.751937984496124,0.866,0.712,0.0,224.55211034023495,0.12812812812812813,0
1483560710,1483560710,Efr1m,"New York, NY",166392232.9599161,0.7837837837837838,0.8713099008348875,0.6132401626257462,0.4393939393939394,2.4096385542168677,1.012,0.887,0.0,39.78774991107074,0.07907907907907907,0
2184928249,2184928249,WillRowan3,,152752541.18172407,0.1489971346704871,1.6697123205078015,0.12104283082272002,0.12967581047381546,1.7024793388429753,0.11650485436893204,0.8592233009708737,0.0,78.4331515901959,0.055,0
8441632,8441632,burtherman,West Coast/East Coast,348643761.34046197,4.940709370037057,0.2837509543255346,1.6497206139258371,0.8316699340581002,2.34192037470726,0.425,1.183,0.0,133.4310848142994,0.7602150537634409,0
27760317,27760317,thebeatles,,298326783.61845994,10.225654691314963,0.007240382421588053,0.8731901200435191,0.9109183359458155,2.4154589371980677,0.906,0.985,0.0,209.663910308583,0.071,0
3393521,3393521,myspacetom,"Los Angeles, CA",361123863.32967997,640.9073033707865,0.04880763026150144,0.5383194514136189,0.9984421426664741,1.9047619047619047,0.138,0.417,0.0,71.207099823864,0.0,0
1352171946,1352171946,jborrel00,,170830737.10922194,0.44562899786780386,0.11480837893628244,0.19927093084094838,0.308259587020649,1.7544642857142858,1.727735368956743,0.9669211195928753,0.0,45.678326548716925,0.8117647058823529,0
5500542,5500542,DrowningPool,"Dallas, TX",359271575.7976141,167.83454545454546,0.9424669882338313,0.9443908810396161,0.9940770415360923,2.4096385542168677,0.085,0.34,0.0,81.17468754890544,0.010638297872340425,0
