id,id_str,screen_name,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,url_ratio,avg_cosine_sim,avg_tweet_sentiment,bot
21146211,21146211,latimesmuskal,301898033.3529911,2.894652833200319,0.04407315891469411,9.973698624526557,0.7432377049180328,10.204081632653061,0.048,0.773,0.515,0.13519578087066034,0.07111433531746036,0
491385574,491385574,613_Jason,207663984.67379904,0.3263157894736842,0.13188998584912373,0.09402882271893363,0.24603174603174602,1.9230769230769231,0.31555555555555553,1.0755555555555556,0.295,0.09032629783989853,0.09228139430014429,0
53729515,53729515,Crazistaan,290083201.38370395,0.5116279069767442,0.005659066061631725,0.07446139554778586,0.3384615384615385,2.1842105263157894,0.6546184738955824,0.3614457831325301,0.12,0.01286049681527458,0.04913446969696968,0
370458410,370458410,KirkCousins8,221281687.7405641,893.9448275862069,0.013665839369163747,0.6731402020696657,0.9988826126827314,1.6722408026755853,0.373,0.687,0.385,0.17231575863239856,0.16749790764790767,0
540497623,540497623,alinecsx30,203736687.97013497,0.14285714285714285,0.0008481535737212442,0.04622436976780781,0.125,1.5138888888888888,0.027522935779816515,0.41284403669724773,0.01834862385321101,0.0445894018979609,0.003669724770642202,0
3098543197,3098543197,cornxaxier,109998879.79559493,0.10849056603773585,0.021992951241826014,0.00942555053221115,0.09787234042553192,1.5,0.16666666666666666,0.3333333333333333,0.25,0.19879194092909286,-0.03308080808080808,0
774968,774968,ranjit,365213866.4085481,1.6217252396166135,4.837695833880438,2.241062772475397,0.6185717767487204,3.225806451612903,0.069,1.063,0.21,0.09499725382579473,0.06038379329004329,0
2516059411,2516059411,TheMrJuanBrown,136032370.30123496,1.1461456102783727,0.013973144743348957,2.2744468784514824,0.53404839111998,1.6339869281045751,1.681,0.025,1.0,0.28276189588474215,0.13610064484126988,0
1539693919,1539693919,NSA_PRISMbot,164873708.69426703,18.5,0.003144224777288738,6.401117609096989,0.9487179487179487,11.627906976744185,0.0,0.114,0.03,0.04291404530718848,0.03758694083694083,0
1475495658,1475495658,eriktorenberg,166700262.40251994,26.388688327316487,11.165640492548278,4.6636231328946485,0.9634885764499121,5.882352941176471,0.026,1.989,0.43,0.050878330489491336,0.0996309974747475,0
755982000,755982000,jessicamtz29,191917538.41193008,0.6145682585624699,3.0829240771630304,16.131328202819173,0.3806393785479534,10.416666666666666,0.188,1.341,0.24,0.21341607718561054,0.11363828463203465,0
27711339,27711339,JaredLeto,298373730.090399,33826.220588235294,2.0388604580426333,8.177159561804562,0.9999704380087217,3.6101083032490973,0.613,0.794,0.585,0.36403282066110615,0.08912824675324678,0
28792107,28792107,Frreshsamantha,297964196.608356,0.3180400890868597,0.5158525814496786,2.795868797266892,0.24129773572152755,2.793296089385475,0.217,1.039,0.465,0.12371302903748617,0.11783991702741706,0
2233022917,2233022917,thisismetis,150474340.6774559,3.69857936998147,1.8925113658442163,5.307185241049178,0.7871697121072696,9.615384615384615,0.596,0.933,1.065,0.2982265310494439,0.0871783008658009,0
64823914,64823914,RoomtoRead,286791024.92943,163.0888575458392,1.0143581029831155,3.821843449493259,0.9939057409810983,6.289308176100629,0.735,1.147,0.54,0.12725221042632961,0.12831792929292934,0
24285686,24285686,jonas_ent,299823997.350688,1763.3600697471666,0.12131917498736708,1.6843481657984813,0.9994332222672987,7.518796992481203,0.536,1.161,0.7,0.1530816319061607,0.07757981601731602,0
739327418,739327418,LarryNoble_DC,192611508.490196,8.78,0.03364284954099633,0.32431706957520456,0.8977505112474438,1.858611825192802,0.12448132780082988,0.5034578146611342,0.595,0.10903883139900354,0.11191159060846555,0
140679467,140679467,abhinavy2j,263697522.5874319,0.37872340425531914,0.0006552962587758335,0.005242370070206668,0.27469135802469136,1.2307692307692308,0.5625,0.3125,0.4375,0.15682410141801748,0.06302083333333333,0
53238154,53238154,howiemandel,290235431.8884201,124.48350764279968,0.7341019620302977,6.49855873119278,0.9920308252551675,15.625,0.822,1.321,0.3,0.18325275015667916,0.1057927218614719,0
41060630,41060630,TiaCarrere,294106072.7301421,247.45,0.06227957087035953,0.6507040069709734,0.9959750452807405,2.0161290322580645,0.554,1.066,0.63,0.17051943313435675,0.1202959054834055,0
31301911,31301911,ToddBrunson,297055814.58956003,133.24709302325581,5.23596147124421,6.981669767567271,0.9925510491327603,10.1010101010101,0.087,1.052,0.205,0.07119103176800186,0.05552889460076959,0
1255166845,1255166845,emmajs16,173956191.09929395,0.4892086330935252,0.6049523120446567,0.28360243856937517,0.3285024154589372,2.565610859728507,0.1657848324514991,0.3950617283950617,0.175,0.10146118310691805,0.18233196248196243,0
858948487,858948487,hosealiu1990,187591658.46234393,0.10638297872340426,0.0032240239515842015,0.004605748502263145,0.09615384615384616,1.25,1.2,0.9,0.3,0.1518153832956437,0.08499999999999999,0
418094646,418094646,amaquinanaweb,214910342.17325592,2.1821155943293347,0.02251357450307994,1.3134258553850386,0.6857436600411241,2.6315789473684212,0.681,0.742,0.53,0.16591653068586393,0.001,0
31447081,31447081,wingoz,297003494.08595204,2043.307855626327,0.026181510166845532,22.579225273556105,0.9995108368843529,27.77777777777778,0.025,0.135,0.485,0.11640105048558143,0.061074738455988424,0
1572082038,1572082038,katrina_tester,163725315.93456006,13.176339285714286,4.576856033061553,3.032239682459551,0.9294599275704614,3.875968992248062,0.316,1.304,0.36,0.08330715713259144,0.11856069624819626,0
48169084,48169084,cypresshill,291533566.4508519,189.55988857938718,1.474409980411173,2.973121793665304,0.9947523059157153,5.181347150259067,0.42,1.61,0.3,0.23699944064043993,0.07544002525252524,0
52529345,52529345,MichelleDBeadle,290418730.849386,515.5818803418804,7.6240702296446985,7.577362498499648,0.9980641984590358,3.952569169960474,0.14,0.759,0.15,0.09520782984224332,0.05253557900432901,0
19272244,19272244,LilJon,304307279.12471795,225.68806040585181,0.39380195026779435,5.701752534446897,0.9955886516554526,3.6496350364963503,0.489,2.075,0.26,0.1718794253673141,0.10209312169312172,0
1388024948,1388024948,RadarEaD,169630146.167372,0.2803030303030303,0.0005093434271686012,0.038710100464813685,0.21893491124260356,2.1714285714285713,0.013157894736842105,0.11842105263157894,0.9736842105263158,0.2697545608049474,0.03421052631578947,0
2400631,2400631,yayitsrob,361848442.3024161,11.737283064033512,10.294024692489684,0.1766927600770636,0.9214903213681639,6.273584905660377,0.007518796992481203,0.837593984962406,0.38,0.061330888906365996,0.10399111652236652,0
212864806,212864806,rajesh_220993,247694906.356256,0.4,0.0,0.00627869189107659,0.2857142857142857,1.6363636363636365,1.3888888888888888,0.7777777777777778,0.8333333333333334,0.2871159268943575,0.08611111111111111,0
182520285,182520285,mamstalden,254136735.21471,0.6170212765957447,0.04623652692347903,3.324270296013073,0.3815789473684211,3.5842293906810037,0.019,0.401,0.045,0.04433733313886512,0.023215909090909103,0
242162129,242162129,sobeksull,240974784.46193695,1,0.0,0.02975913025926048,1.0,1.5471698113207548,0.5487804878048781,0.3780487804878049,0.036585365853658534,0.026014977781102996,0.06450018477457502,0
28289806,28289806,picasa2,298165965.92686105,0.740484429065744,0.04636344043166541,1.492902781899626,0.4254473161033797,1.941747572815534,0.037,0.179,0.245,0.0885862556111065,0.0007499999999999998,0
276320492,276320492,jerffersongat,235014815.54535007,0.25,0.0,0.004411636762533943,0.2,6.0,0.0,0.5833333333333334,0.0,0.06632451516793514,0.0,0
18236230,18236230,JeffreeStar,307146906.5070741,12336.363184079602,1.4475626828094386,16.836284821513896,0.9999189454030752,16.39344262295082,0.163,0.883,0.155,0.09645917058244019,0.13591831050893546,0
183387449,"""183387449""",XabiAlonso,253957183.73327088,21986.58679245283,0.26774907092770595,0.2068506164219126,0.9999545197929433,1.3130434782608695,0.26158940397350994,0.640728476821192,0.345,0.20890532623361358,0.10276488095238097,0
50883510,50883510,Juh_Honda,290833684.6829729,0.4061855670103093,0.9120264053633852,0.5525632293081096,0.28885630498533726,4.149377593360996,0.39,0.86,0.065,0.05890761687403065,0.1606166937229438,0
57356426,57356426,begspoker,289060176.544379,32.145833333333336,0.0005977993996467038,0.019129580788694523,0.9698302954116907,1.8823529411764706,0.0,0.296875,0.0625,0.042145441108890944,0.10091709505772008,0
